INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202100000407151","03/14/2021","2021","14:11","Sunday","232 Beat","1XXXX North 29th Street","Phoenix","AZ","85032","Black Mountain Precinct","26085","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000408649","03/14/2021","2021","00:51","Sunday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85006","Mountain View Precinct","34174","Male","63","60s","White","Non-Hispanic","White","None","1"
"202100000405121","03/14/2021","2021","00:53","Sunday","232 Beat","Not Available","Not Available","Not Available","Not Available","Black Mountain Precinct","26096","Male","41","40s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100000404136","03/14/2021","2021","22:30","Sunday","924 Beat","1XXXX North 28th Drive","Phoenix","AZ","85029","Cactus Park Precinct","26032","Male","22","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000405429","03/14/2021","2021","02:50","Sunday","725 Beat","2XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","26080","Male","26","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000407554","03/14/2021","2021","15:55","Sunday","922 Beat","3XXX West Dunlap Avenue","Phoenix","AZ","85051","Cactus Park Precinct","26052","Male","29","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000410402","03/15/2021","2021","07:46","Monday","413 Beat","3XXX West La Salle Street","Phoenix","AZ","85041","South Mountain Precinct","26071","Male","18","<20","White","Non-Hispanic","White","None","1"
"202100000412360","03/15/2021","2021","14:51","Monday","224 Beat","2XXX West Bell Road","Phoenix","AZ","85023","Black Mountain Precinct","26089","Male","34","30s","White","Non-Hispanic","White","None","1"
"202100000413682","03/15/2021","2021","18:35","Monday","711 Beat","2XXX East Camelback Road","Phoenix","AZ","85016","Mountain View Precinct","26174","Female","51","50s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000412360","03/15/2021","2021","14:51","Monday","224 Beat","2XXX West Bell Road","Phoenix","AZ","85023","Black Mountain Precinct","26090","Male","43","40s","White","Non-Hispanic","White","None","1"
"202100000412659","03/15/2021","2021","15:39","Monday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","26077","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000414664","03/15/2021","2021","23:06","Monday","212 Beat","2XXXX North Cave Creek Road","Phoenix","AZ","85024","Black Mountain Precinct","26405","Male","23","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000410402","03/15/2021","2021","07:46","Monday","413 Beat","3XXX West La Salle Street","Phoenix","AZ","85041","South Mountain Precinct","26073","Female","33","30s","White","Hispanic","Hispanic","None","1"
"202100000409692","03/15/2021","2021","00:58","Monday","711 Beat","2XXX East Missouri Avenue","Phoenix","AZ","85016","Mountain View Precinct","26171","Male","33","30s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Misdemeanor","1"
"202100000412659","03/15/2021","2021","15:39","Monday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","26133","Female","27","20s","White","Hispanic","Hispanic","None","1"
"202100000413682","03/15/2021","2021","18:35","Monday","711 Beat","2XXX East Camelback Road","Phoenix","AZ","85016","Mountain View Precinct","26078","Female","43","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000412098","03/15/2021","2021","13:16","Monday","212 Beat","2XXXX North 38th Place","Phoenix","AZ","85050","Black Mountain Precinct","26093","Male","34","30s","White","Hispanic","Hispanic","None","1"
"202100000411149","03/15/2021","2021","12:25","Monday","214 Beat","2XXX West Dove Valley Road","Phoenix","AZ","85085","Black Mountain Precinct","26116","Male","25","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202000001512861","03/16/2021","2021","19:13","Tuesday","Out of City Beat","4XXX South Mill Avenue","Tempe","AZ","85282","Out of City","26142","Male","17","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000418350","03/16/2021","2021","16:20","Tuesday","714 Beat","2XXX North 38th Street","Phoenix","AZ","85018","Mountain View Precinct","26238","Male","26","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000419505","03/16/2021","2021","18:47","Tuesday","822 Beat","6XXX West Elm Streetmmary","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26310","Male","26","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000415571","03/16/2021","2021","06:48","Tuesday","825 Beat","2XXX West Coronado Road","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26166","Male","46","40s","Asian / Pacific Islander","Non-Hispanic","Other","Criminal Felony","1"
"202100000415571","03/16/2021","2021","06:48","Tuesday","825 Beat","2XXX West Coronado Road","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26169","Female","54","50s","Asian / Pacific Islander","Non-Hispanic","Other","None","1"
"202100000419035","03/16/2021","2021","16:20","Tuesday","714 Beat","3XXX East Thomas Road","Phoenix","AZ","85018","Mountain View Precinct","26240","Male","30","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000419505","03/16/2021","2021","18:47","Tuesday","822 Beat","6XXX West Elm Streetmmary","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26309","Male","19","<20","White","Hispanic","Hispanic","None","1"
"202100000419035","03/16/2021","2021","15:52","Tuesday","714 Beat","3XXX East Thomas Road","Phoenix","AZ","85018","Mountain View Precinct","26240","Male","30","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000418350","03/16/2021","2021","16:20","Tuesday","723 Beat","3XXX East Thomas Road","Phoenix","AZ","85018","Mountain View Precinct","26239","Female","30","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000419056","03/16/2021","2021","17:40","Tuesday","512 Beat","2XX South 12th Avenue","Phoenix","AZ","85007","Central City Precinct","26102","Male","56","50s","Black","Non-Hispanic","Black or African American","None","1"
"202100000414788","03/16/2021","2021","00:25","Tuesday","912 Beat","Not Available","Phoenix","AZ","85019","Cactus Park Precinct","26113","Male","18","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000420372","03/16/2021","2021","23:08","Tuesday","834 Beat","3XXX West Minton Street","Phoenix","AZ","85041","Maryvale/Estrella Precinct","26083","Male","26","20s","White","Hispanic","Hispanic","None","1"
"202100000415571","03/16/2021","2021","06:48","Tuesday","825 Beat","2XXX West Coronado Road","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26175","Male","59","50s","Asian / Pacific Islander","Non-Hispanic","Other","None","1"
"202100000425110","03/17/2021","2021","18:18","Wednesday","423 Beat","1XXX East Pueblo Avenue","Phoenix","AZ","85040","South Mountain Precinct","21740","Male","39","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000421825","03/17/2021","2021","09:17","Wednesday","723 Beat","2XXX North 40th Street","Phoenix","AZ","85008","Mountain View Precinct","26172","Male","26","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26152","Female","41","40s","White","Hispanic","Hispanic","None","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26147","Male","38","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000288375","03/17/2021","2021","13:30","Wednesday","614 Beat","7XX West Camelback Road","Phoenix","AZ","85013","Desert Horizon Precinct","26144","Male","18","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26154","Female","32","30s","White","Hispanic","Hispanic","None","1"
"202100000422104","03/17/2021","2021","10:20","Wednesday","516 Beat","Not Available","Phoenix","AZ","85034","Central City Precinct","26211","Male","30","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000426449","03/17/2021","2021","23:25","Wednesday","915 Beat","6XXX North 27th Avenue","Phoenix","AZ","85017","Cactus Park Precinct","26137","Female","49","40s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26150","Male","26","20s","White","Non-Hispanic","White","None","1"
"202100000421666","03/17/2021","2021","08:34","Wednesday","212 Beat","2XXXX North 7th Street","Phoenix","AZ","85024","Black Mountain Precinct","26182","Male","62","60s","White","Non-Hispanic","White","None","1"
"202100000423611","03/17/2021","2021","14:26","Wednesday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","26173","Male","25","20s","White","Non-Hispanic","White","None","1"
"202100000288375","03/17/2021","2021","13:30","Wednesday","614 Beat","7XX West Camelback Road","Phoenix","AZ","85013","Desert Horizon Precinct","26146","Male","25","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26149","Male","30","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000425411","03/17/2021","2021","19:43","Wednesday","422 Beat","1XXX East Chambers Street","Phoenix","AZ","85040","South Mountain Precinct","26220","Male","33","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26151","Male","30","30s","White","Hispanic","Hispanic","None","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26153","Female","35","30s","White","Hispanic","Hispanic","None","1"
"202100000410774","03/17/2021","2021","17:57","Wednesday","Out of City Beat","6XXX North 53rd Drive","Glendale","AZ","85301","Out of City","26148","Female","39","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000426820","03/18/2021","2021","02:01","Thursday","834 Beat","3XXX West Baseline Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","26119","Male","18","<20","Black","Non-Hispanic","Black or African American","None","1"
"202100000429481","03/18/2021","2021","17:32","Thursday","614 Beat","4XXX n 27th ave","Phoenix","AZ","85013","Desert Horizon Precinct","26136","Male","18","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000426820","03/18/2021","2021","02:01","Thursday","834 Beat","3XXX West Baseline Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","26120","Male","14","<20","Black","Non-Hispanic","Black or African American","None","1"
"202100000227622","03/18/2021","2021","14:15","Thursday","822 Beat","6XXX West Coolidge Street","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26159","Male","36","30s","White","Hispanic","Hispanic","None","1"
"202000001842460","03/18/2021","2021","12:20","Thursday","411 Beat","4XX North 41st Drive","Phoenix","AZ","85009","South Mountain Precinct","26157","Male","28","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000428591","03/18/2021","2021","11:33","Thursday","814 Beat","6XXX West Earll Drive","Phoenix","AZ","85033","Maryvale/Estrella Precinct","24274","Male","34","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000428664","03/18/2021","2021","11:40","Thursday","435 Beat","3XXX East Amberwood Drive","Phoenix","AZ","85048","South Mountain Precinct","26180","Male","20","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000426820","03/18/2021","2021","02:01","Thursday","834 Beat","3XXX West Baseline Road","Laveen","AZ","85339","Maryvale/Estrella Precinct","26118","Male","14","<20","Black","Non-Hispanic","Black or African American","None","1"
"202100000227622","03/18/2021","2021","14:15","Thursday","822 Beat","6XXX West Coolidge Street","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26158","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000428015","03/18/2021","2021","09:40","Thursday","822 Beat","5XXX West Indian School Road","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26111","Male","24","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000426820","03/18/2021","2021","02:22","Thursday","834 Beat","7XXX South 37th Glen","Phoenix","AZ","85041","Maryvale/Estrella Precinct","26121","Male","14","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000434913","03/19/2021","2021","12:45","Friday","825 Beat","3XXX West Encanto Boulevard","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26123","Male","29","20s","American Indian / Alaskan Native","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000433794","03/19/2021","2021","09:18","Friday","822 Beat","5XXX West Roma Avenue","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26122","Male","27","20s","White","Hispanic","Hispanic","None","1"
"202100000435131","03/19/2021","2021","12:21","Friday","Out of City Beat","8XXX West Van Buren Streetout","Tolleson","AZ","85353","Out of City","26160","Male","27","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000438357","03/20/2021","2021","02:10","Saturday","422 Beat","5XXX South Central Avenue","Phoenix","AZ","85040","South Mountain Precinct","26230","Male","30","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000441260","03/20/2021","2021","17:45","Saturday","711 Beat","Not Available","Phoenix","AZ","85016","Mountain View Precinct","13108","Male","34","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000443062","03/20/2021","2021","21:40","Saturday","922 Beat","3XXX West El Camino Drive","Phoenix","AZ","85051","Cactus Park Precinct","26138","Male","25","20s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100000439292","03/20/2021","2021","08:15","Saturday","922 Beat","3XXX West Dunlap Avenue","Phoenix","AZ","85051","Cactus Park Precinct","26179","Male","24","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000442912","03/20/2021","2021","20:46","Saturday","412 Beat","1XXX South 24th Avenue","Phoenix","AZ","85009","South Mountain Precinct","33784","Male","25","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000447402","03/21/2021","2021","17:36","Sunday","231 Beat","Not Available","Not Available","Not Available","Not Available","Black Mountain Precinct","26248","Male","24","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000444514","03/21/2021","2021","06:20","Sunday","721 Beat","2XXX East Sheridan Street","Phoenix","AZ","85006","Mountain View Precinct","12163","Male","40","40s","White","Non-Hispanic","White","None","1"
"202100000445074","03/21/2021","2021","08:42","Sunday","921 Beat","7XXX North 35th Avenue","Phoenix","AZ","85051","Cactus Park Precinct","26141","Male","65","60s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000449029","03/21/2021","2021","23:47","Sunday","232 Beat","2XXX East Juniper Avenue","Phoenix","AZ","85032","Black Mountain Precinct","26161","Male","46","40s","White","Hispanic","Hispanic","None","1"
"202100000454511","03/22/2021","2021","20:57","Monday","221 Beat","1XXX West Bell Road","Phoenix","AZ","85023","Black Mountain Precinct","26176","Male","29","20s","White","Non-Hispanic","White","None","1"
"202100000459634","03/23/2021","2021","19:00","Tuesday","724 Beat","5XXX East Thomas Road","Phoenix","AZ","85018","Mountain View Precinct","26252","Female","30","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100000458623","03/23/2021","2021","16:40","Tuesday","915 Beat","6XXX North Black Canyon Highway","Phoenix","AZ","85017","Cactus Park Precinct","26608","Male","25","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000455390","03/23/2021","2021","02:40","Tuesday","515 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","26218","Male","36","30s","Black","Unknown","Black or African American","None","1"
"202100000449883","03/23/2021","2021","03:23","Tuesday","811 Beat","1XXXX West Camelback Road","Phoenix","AZ","85037","Maryvale/Estrella Precinct","26165","Male","25","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000459634","03/23/2021","2021","19:00","Tuesday","724 Beat","5XXX East Thomas Road","Phoenix","AZ","85018","Mountain View Precinct","26251","Male","28","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100000457929","03/23/2021","2021","13:50","Tuesday","832 Beat","6XXX West Fillmore Street","Phoenix","AZ","85043","Maryvale/Estrella Precinct","26178","Male","22","20s","White","Hispanic","Hispanic","None","1"
"202100000452592","03/23/2021","2021","08:55","Tuesday","932 Beat","3XXX West Gelding Drive","Phoenix","AZ","85053","Cactus Park Precinct","26300","Female","27","20s","White","Hispanic","Hispanic","None","1"
"202100000455390","03/23/2021","2021","02:40","Tuesday","515 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","18597","Female","32","30s","Black","Unknown","Black or African American","None","1"
"202100000459321","03/23/2021","2021","17:30","Tuesday","813 Beat","7XXX West Minnezona Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","13235","Male","36","30s","White","Non-Hispanic","White","None","1"
"202100000465696","03/24/2021","2021","18:39","Wednesday","715 Beat","4XXX North 44th Street","Phoenix","AZ","85018","Mountain View Precinct","26253","Male","33","30s","White","Non-Hispanic","White","None","1"
"202100000462436","03/24/2021","2021","09:41","Wednesday","611 Beat","2XXX West Glendale Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","31296","Male","23","20s","White","Non-Hispanic","White","None","1"
"202100000461998","03/24/2021","2021","08:31","Wednesday","623 Beat","8XXX North 19th Avenue","Phoenix","AZ","85015","Desert Horizon Precinct","25967","Female","26","20s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100000462436","03/24/2021","2021","09:41","Wednesday","611 Beat","2XXX West Glendale Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","33618","Male","45","40s","Black","Non-Hispanic","Black or African American","None","1"
"202100000462436","03/24/2021","2021","09:41","Wednesday","611 Beat","2XXX West Glendale Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","33617","Male","26","20s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202100000466624","03/24/2021","2021","22:20","Wednesday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26269","Male","22","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26320","Male","16","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000247651","03/25/2021","2021","21:04","Thursday","Out of City Beat","1XXX North 106th Avenue","Avondale","AZ","85392","Out of City","26241","Male","31","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000468662","03/25/2021","2021","10:45","Thursday","815 Beat","6XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","26234","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000470975","03/25/2021","2021","17:43","Thursday","733 Beat","4XXX North 12th Street","Phoenix","AZ","85014","Mountain View Precinct","26328","Male","24","20s","Black","Non-Hispanic","Black or African American","None","1"
"202000001764300","03/25/2021","2021","10:30","Thursday","516 Beat","Not Available","Phoenix","AZ","85034","Central City Precinct","26280","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26312","Female","66","60s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000437470","03/25/2021","2021","14:40","Thursday","731 Beat","2XXX West Heatherbrae Drive","Phoenix","AZ","85015","Mountain View Precinct","26301","Male","43","40s","Asian / Pacific Islander","Non-Hispanic","Other","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26321","Male","58","50s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26313","Male","3","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000247651","03/25/2021","2021","21:04","Thursday","Out of City Beat","1XXX North 106th Avenue","Avondale","AZ","85392","Out of City","26243","Female","31","30s","White","Hispanic","Hispanic","None","1"
"202100000247651","03/25/2021","2021","20:30","Thursday","Out of City Beat","9XXX West Camelback Road","Phoenix","AZ","85305","Out of City","26246","Male","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000422105","03/25/2021","2021","16:16","Thursday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26354","Female","24","20s","White","Non-Hispanic","White","None","1"
"202100000471949","03/25/2021","2021","21:30","Thursday","412 Beat","3XXX West Van Buren Street","Phoenix","AZ","85009","South Mountain Precinct","17681","Male","34","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26322","Female","56","50s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26311","Male","13","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26317","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000247651","03/25/2021","2021","20:30","Thursday","Out of City Beat","9XXX West Camelback Road","Phoenix","AZ","85305","Out of City","26244","Female","17","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000432644","03/25/2021","2021","19:03","Thursday","223 Beat","1XXXX North 7th Street","Phoenix","AZ","85014","Black Mountain Precinct","26335","Male","25","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000422105","03/25/2021","2021","16:16","Thursday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26353","Male","19","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000247651","03/25/2021","2021","20:30","Thursday","Out of City Beat","9XXX West Camelback Road","Phoenix","AZ","85305","Out of City","26245","Male","18","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000437470","03/25/2021","2021","14:40","Thursday","731 Beat","2XXX West Heatherbrae Drive","Phoenix","AZ","85015","Mountain View Precinct","26302","Male","34","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26316","Male","1","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000422105","03/25/2021","2021","16:16","Thursday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26227","Female","41","40s","White","Non-Hispanic","White","None","1"
"202100000247651","03/25/2021","2021","20:30","Thursday","Out of City Beat","9XXX West Camelback Road","Phoenix","AZ","85305","Out of City","26247","Male","20","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26315","Female","2","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26319","Female","17","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000469953","03/25/2021","2021","16:30","Thursday","731 Beat","2XXX West Glenrosa Avenue","Phoenix","AZ","85015","Mountain View Precinct","26254","Male","35","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000468662","03/25/2021","2021","10:45","Thursday","815 Beat","6XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","26235","Male","22","20s","White","Hispanic","Hispanic","Traffic Civil","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26318","Female","46","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000451138","03/25/2021","2021","15:03","Thursday","624 Beat","3XXX W Vogel Ave","Phoenix","AZ","85021","Desert Horizon Precinct","26389","Female","28","20s","White","Non-Hispanic","White","None","1"
"202100000422105","03/25/2021","2021","16:16","Thursday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26334","Male","54","50s","White","Hispanic","Hispanic","None","1"
"202100000451138","03/25/2021","2021","15:03","Thursday","624 Beat","3XXX W Vogel Ave","Phoenix","AZ","85021","Desert Horizon Precinct","26388","Male","28","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000466124","03/25/2021","2021","01:25","Thursday","422 Beat","6XXX South 12th Street","Phoenix","AZ","85042","South Mountain Precinct","26314","Male","8","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000472047","03/25/2021","2021","21:48","Thursday","813 Beat","8XXX West Indian School Road","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26256","Male","20","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000476832","03/26/2021","2021","20:00","Friday","513 Beat","Not Available","Phoenix","AZ","85006","Central City Precinct","26281","Male","55","50s","Black","Non-Hispanic","Black or African American","None","1"
"202100000476832","03/26/2021","2021","20:00","Friday","513 Beat","Not Available","Phoenix","AZ","85006","Central City Precinct","26282","Female","28","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100000477019","03/26/2021","2021","20:46","Friday","725 Beat","1XXX North 22nd Place","Phoenix","AZ","85006","Mountain View Precinct","26404","Male","40","40s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100000475599","03/26/2021","2021","15:59","Friday","423 Beat","2XXX East Wier Avenue","Phoenix","AZ","85040","South Mountain Precinct","26274","Male","39","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000477660","03/26/2021","2021","23:31","Friday","Maricopa","3XXX West Bethany Home Road","Glendale","AZ","85301","Out of City","38627","Male","43","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000477654","03/26/2021","2021","23:15","Friday","924 Beat","Not Available","Phoenix","AZ","85351","Cactus Park Precinct","40716","Male","34","30s","White","Hispanic","Hispanic","None","1"
"202100000477654","03/26/2021","2021","23:15","Friday","924 Beat","Not Available","Phoenix","AZ","85351","Cactus Park Precinct","40715","Female","19","<20","White","Hispanic","Hispanic","Traffic Civil","1"
"202100000472068","03/27/2021","2021","07:21","Saturday","625 Beat","1XXX West Glendale Avenue","Phoenix","AZ","85021","Desert Horizon Precinct","26441","Male","26","20s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202100000473380","03/27/2021","2021","12:00","Saturday","825 Beat","3XXX North 27th Avenue","Phoenix","AZ","85017","Maryvale/Estrella Precinct","26402","Male","25","20s","White","Non-Hispanic","White","None","1"
"202100000481056","03/27/2021","2021","16:25","Saturday","712 Beat","2XXX East Avalon Drive","Phoenix","AZ","85016","Mountain View Precinct","26295","Male","19","<20","White","Non-Hispanic","White","None","1"
"202100000482294","03/27/2021","2021","21:00","Saturday","613 Beat","1XXX West Hazelwood Street","Phoenix","AZ","85015","Desert Horizon Precinct","26264","Male","34","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000478269","03/27/2021","2021","03:15","Saturday","611 Beat","2XXX West Keim Drive","Phoenix","AZ","85015","Desert Horizon Precinct","26268","Male","34","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
